ligand,sample,n_clashing,n_movable,n_backbone_clashing,heme_min,start_min,n_cleared,n_moved,n_uncleared,max_pert,sum_pert,final_min,solved,inter_sidechain_min,n_backbone
MWV,input_model_0,0,0,0,3.0670566532429238,2.4391094503164465,0,0,0,0.0,0.0,2.4391094503164465,True,,0
MWV,input_model_1,0,0,0,3.0355120719173896,2.335844517487395,0,0,0,0.0,0.0,2.335844517487395,True,,0
MWV,input_model_2,1,1,0,3.106643379820369,2.061200501445384,1,1,0,10.0,10.0,2.5250823121292774,True,,0
MWV,input_model_3,0,0,0,2.976514647154569,2.5682803929753732,0,0,0,0.0,0.0,2.5682803929753732,True,,0
MWV,input_model_4,0,0,0,3.129984619436093,2.473898681105253,0,0,0,0.0,0.0,2.473898681105253,True,,0
MWV,input_model_5,1,1,0,3.144403640156806,0.7886137942104636,1,1,0,100.0,100.0,2.517662467866179,True,,0
MWV,input_model_6,1,1,0,3.0607239510876574,1.682706234070389,1,1,0,10.0,10.0,2.258715285372184,True,,0
MWV,input_model_7,0,0,0,3.0818574040932094,2.4362552340440207,0,0,0,0.0,0.0,2.4362552340440207,True,,0
MWV,input_model_8,0,0,0,3.0016366188210637,2.4906954738567535,0,0,0,0.0,0.0,2.4906954738567535,True,,0
MWV,input_model_9,0,0,0,3.1062981144738138,2.4748787342462673,0,0,0,0.0,0.0,2.4748787342462673,True,,0
MWV,input_model_10,0,0,0,3.0246814386904757,2.2992305277546916,0,0,0,0.0,0.0,2.2992305277546916,True,,0
MWV,input_model_11,1,1,0,3.1164498411023973,2.023062296236964,1,1,0,10.0,10.0,2.512360398095303,True,,0
MWV,input_model_12,1,1,0,3.1287929598369417,0.8936876541994652,1,1,0,20.0,20.0,2.3514310890266095,True,,0
MWV,input_model_13,0,0,0,3.014805426590562,2.3343408937919774,0,0,0,0.0,0.0,2.3343408937919774,True,,0
MWV,input_model_14,1,1,0,3.0673970261919328,0.9270215449269957,1,1,0,100.0,100.0,2.5717244977239355,True,,0
MWV,input_model_15,0,0,0,3.197172524164832,2.399477570943409,0,0,0,0.0,0.0,2.399477570943409,True,,0
MWV,input_model_16,0,0,0,3.0728133467587977,2.5400479902328255,0,0,0,0.0,0.0,2.5400479902328255,True,,0
MWV,input_model_17,0,0,0,3.4674185857209796,2.235715182081567,0,0,0,0.0,0.0,2.235715182081567,True,,0
MWV,input_model_18,0,0,0,3.5052441629188538,2.262610885458109,0,0,0,0.0,0.0,2.262610885458109,True,,0
MWV,input_model_19,0,0,0,3.0230045804415817,2.2525949285051423,0,0,0,0.0,0.0,2.2525949285051423,True,,0
MWY,input_model_0,4,4,2,3.529783601486129,0.25457896047013195,2,2,2,20.0,40.0,0.25457896047013195,False,6.957672282104021,2
MWY,input_model_1,4,4,2,3.545681214136725,0.2866215837500591,2,2,2,20.0,40.0,0.2866215837500591,False,6.285863062890281,2
MWY,input_model_2,4,4,2,3.5132330334299806,0.45409525177665117,2,2,2,30.0,50.0,0.45409525177665117,False,7.013757482168924,2
MWY,input_model_3,3,3,2,3.549638629926358,0.2749208216027002,1,1,2,20.0,20.0,0.2749208216027002,False,,2
MWY,input_model_4,4,4,2,3.4459297524348287,0.4359357561630509,2,2,2,30.0,40.0,0.4359357561630509,False,7.117086448087258,2
MWY,input_model_5,3,3,2,3.4562534654796897,0.3634012935951815,1,1,2,20.0,20.0,0.3634012935951815,False,,2
MWY,input_model_6,4,4,2,3.5696174363266846,0.28542793711697895,2,2,2,10.0,20.0,0.28542793711697895,False,6.589192934171292,2
MWY,input_model_7,4,4,2,3.501219153697895,0.47918280346225006,2,2,2,20.0,30.0,0.47918280346225006,False,6.540897021943682,2
MWY,input_model_8,4,4,2,3.553006220076568,0.12698909403216968,2,2,2,20.0,40.0,0.12698909403216968,False,6.6764584560312485,2
MWY,input_model_9,4,4,2,3.477060097667461,0.22646276944102545,2,2,2,20.0,30.0,0.22646276944102545,False,6.83308185996661,2
MWY,input_model_10,4,4,2,3.5899229002038475,0.2830385918064402,2,2,2,30.0,50.0,0.2830385918064402,False,6.505414558623152,2
MWY,input_model_11,4,4,2,3.586023334199537,0.6268192747806288,2,2,2,20.0,40.0,0.6268192747806288,False,7.385368242163558,2
MWY,input_model_12,4,4,2,3.5709932984606714,0.21733371120215625,2,2,2,20.0,30.0,0.21733371120215625,False,7.015516993845748,2
MWY,input_model_13,4,4,2,3.431013305856741,0.4251488556465209,2,2,2,20.0,30.0,0.4251488556465209,False,7.344922238170655,2
MWY,input_model_14,4,4,2,3.44285289252863,0.5309127581137236,2,2,2,40.0,60.0,0.5309127581137236,False,7.506908584525213,2
MWY,input_model_15,4,4,2,3.5094311209877356,0.2784124362772887,2,2,2,30.0,50.0,0.2784124362772887,False,7.418517631200493,2
MWY,input_model_16,3,3,2,3.4641114445740864,0.34884082254144394,1,1,2,30.0,30.0,0.34884082254144394,False,,2
MWY,input_model_17,3,3,2,3.660154075508153,1.3398671449336041,3,2,0,60.0,110.0,1.5204553568579322,False,4.699418339406689,2
MWY,input_model_18,3,3,2,3.484048465833491,0.30100360621506705,1,1,2,20.0,20.0,0.30100360621506705,False,,2
MWY,input_model_19,4,4,2,3.559906885170344,0.3760991759994851,2,2,2,30.0,40.0,0.3760991759994851,False,6.7827066281132,2
NJ0,input_model_0,0,0,0,2.755704869400326,2.4652128884525912,0,0,0,0.0,0.0,2.4652128884525912,True,,0
NJ0,input_model_1,0,0,0,2.9248842100055152,2.289485338174763,0,0,0,0.0,0.0,2.289485338174763,True,,0
NJ0,input_model_2,0,0,0,2.9122625864275373,2.6861621053235347,0,0,0,0.0,0.0,2.6861621053235347,True,,0
NJ0,input_model_3,0,0,0,2.9176531178723213,2.5548797367702423,0,0,0,0.0,0.0,2.5548797367702423,True,,0
NJ0,input_model_4,0,0,0,2.954321557980307,2.3224825286722357,0,0,0,0.0,0.0,2.3224825286722357,True,,0
NJ0,input_model_5,0,0,0,2.9099551484792143,2.3289775572704,0,0,0,0.0,0.0,2.3289775572704,True,,0
NJ0,input_model_6,1,1,0,2.9636455129070565,2.1392024834636354,1,1,0,10.0,10.0,2.3832937015080287,True,,0
NJ0,input_model_7,0,0,0,2.9523910829471434,2.603482443840681,0,0,0,0.0,0.0,2.603482443840681,True,,0
NJ0,input_model_8,0,0,0,2.9470360156989,2.645726459885497,0,0,0,0.0,0.0,2.645726459885497,True,,0
NJ0,input_model_9,0,0,0,3.0413529182311194,2.2524239642560633,0,0,0,0.0,0.0,2.2524239642560633,True,,0
NJ0,input_model_10,0,0,0,2.979891475284497,2.4383698648068637,0,0,0,0.0,0.0,2.4383698648068637,True,,0
NJ0,input_model_11,0,0,0,2.9516254254825696,2.5701439205406267,0,0,0,0.0,0.0,2.5701439205406267,True,,0
NJ0,input_model_12,0,0,0,2.9669582478428387,2.493542624194305,0,0,0,0.0,0.0,2.493542624194305,True,,0
NJ0,input_model_13,0,0,0,3.081833252689869,2.7902438408408217,0,0,0,0.0,0.0,2.7902438408408217,True,,0
NJ0,input_model_14,0,0,0,2.973601975199521,2.5303660449549565,0,0,0,0.0,0.0,2.5303660449549565,True,,0
NJ0,input_model_15,0,0,0,2.9729153535771586,2.588884067953336,0,0,0,0.0,0.0,2.588884067953336,True,,0
NJ0,input_model_16,0,0,0,2.9681866718314684,2.2019786102924632,0,0,0,0.0,0.0,2.2019786102924632,True,,0
NJ0,input_model_17,0,0,0,3.0121900981540306,2.739743814538228,0,0,0,0.0,0.0,2.739743814538228,True,,0
NJ0,input_model_18,1,1,0,3.0052717824487463,2.047234533566934,1,1,0,10.0,10.0,2.448128374857822,True,,0
NJ0,input_model_19,0,0,0,3.014638212821855,2.6787751180648156,0,0,0,0.0,0.0,2.6787751180648156,True,,0
NJO,input_model_0,2,2,0,2.6566307994617695,0.6376086218097322,2,2,0,50.0,80.0,2.393435431885416,True,4.621984583617332,0
NJO,input_model_1,1,1,0,2.609064087764349,0.6980391935711749,1,1,0,50.0,50.0,2.250376743063804,True,,0
NJO,input_model_2,2,2,0,2.6256140944817807,0.5831444001048296,2,2,0,50.0,60.0,2.214441822736459,True,4.8309411497550325,0
NJO,input_model_3,1,1,0,2.577803463571688,0.5947666306924361,1,1,0,50.0,50.0,2.2842263011664747,True,,0
NJO,input_model_4,1,1,0,2.6038795216485457,0.7532391972416472,1,1,0,50.0,50.0,2.4342838844147683,True,,0
NJO,input_model_5,1,1,0,2.6157375407185826,0.6227796992725244,1,1,0,60.0,60.0,2.228964318023402,True,,0
NJO,input_model_6,1,1,0,2.5953450744155857,0.7217485534137119,1,1,0,50.0,50.0,2.332421786377395,True,,0
NJO,input_model_7,1,1,0,2.6647174845485573,0.8695636250761463,1,1,0,50.0,50.0,2.4145140288252063,True,,0
NJO,input_model_8,1,1,0,2.5527964675453587,0.9286546510038508,1,1,0,50.0,50.0,2.3007391771580443,True,,0
NJO,input_model_9,1,1,0,2.565848554472531,0.909817528796087,1,1,0,50.0,50.0,2.440297668312066,True,,0
NJO,input_model_10,1,1,0,2.574963690717852,0.9254718504608841,1,1,0,50.0,50.0,2.499104741307168,True,,0
NJO,input_model_11,1,1,0,2.6084536719574793,0.8339951655877011,1,1,0,50.0,50.0,2.467227454956161,True,,0
NJO,input_model_12,1,1,0,2.5685570925225756,0.6183740596746653,1,1,0,50.0,50.0,2.2489793985481508,True,,0
NJO,input_model_13,1,1,0,2.6255376758929407,0.5401130834958725,1,1,0,50.0,50.0,2.268010442280822,True,,0
NJO,input_model_14,2,2,0,2.6103069810886144,1.0046842047737965,2,2,0,40.0,60.0,2.2419722353538285,True,4.545802275623983,0
NJO,input_model_15,1,1,0,2.7177566874073533,0.6368659570876392,1,1,0,50.0,50.0,2.2889318939083583,True,,0
NJO,input_model_16,1,1,0,2.615445436678835,1.0125727927803898,1,1,0,50.0,50.0,2.5325133132398894,True,,0
NJO,input_model_17,1,1,0,2.617662477370558,0.6425196656059481,1,1,0,50.0,50.0,2.2470185380192813,True,,0
NJO,input_model_18,1,1,0,2.5882631057396925,0.7998064908050635,1,1,0,50.0,50.0,2.466623150168235,True,,0
NJO,input_model_19,1,1,0,2.736063283515694,0.687690013982884,1,1,0,60.0,60.0,2.22721679575604,True,,0
PKT,input_model_0,4,4,0,2.2490221910506967,1.1854268158740382,4,4,0,40.0,100.0,2.245929188063221,True,3.804380089310082,0
PKT,input_model_1,4,4,0,2.265980995923639,0.3591817803141832,4,4,0,70.0,150.0,2.217060508552354,True,0.9278779150599292,0
PKT,input_model_2,4,4,0,2.164774837715802,1.1316673989290007,4,4,0,40.0,110.0,2.164774837715802,False,3.7894084615388857,0
PKT,input_model_3,4,4,0,2.2396227437301524,0.8518744965844693,4,4,0,90.0,170.0,2.2136257083240944,True,4.020816481104409,0
PKT,input_model_4,4,4,0,2.1982964950180364,0.4230839806146099,3,3,1,50.0,90.0,0.4230839806146099,False,3.651207932429608,0
PKT,input_model_5,4,4,0,2.28368818962984,0.7608397814000054,4,4,0,60.0,130.0,2.2046464798616667,True,3.97504183727282,0
PKT,input_model_6,4,4,0,2.337690012152202,1.1812369764287178,4,4,0,70.0,120.0,2.2093586914706016,True,3.7803034929686965,0
PKT,input_model_7,4,4,0,2.3652841516451826,1.606255110359519,4,4,0,80.0,160.0,2.2068862213098286,True,3.8394776233900614,0
PKT,input_model_8,4,4,0,2.312945014395897,1.2369155813651487,4,4,0,40.0,100.0,2.202731841754242,True,3.777448635528266,0
PKT,input_model_9,4,4,0,2.370547667486223,1.2137733220639373,4,4,0,60.0,130.0,2.2234219008776033,True,3.8130099928792283,0
PKT,input_model_10,4,4,0,2.2937161639181234,1.1745044734245507,4,4,0,40.0,100.0,2.24139200253564,True,3.8404832580598653,0
PKT,input_model_11,4,4,0,2.3182045261528965,1.503753139112535,4,4,0,60.0,90.0,2.201261005322015,True,3.9989715585226446,0
PKT,input_model_12,4,4,0,2.2950425621502135,1.3519659944574918,4,4,0,40.0,80.0,2.21733472492406,True,3.7044144012067197,0
PKT,input_model_13,4,4,0,2.328355617710309,0.8941932145638389,4,4,0,50.0,120.0,2.2085556605218604,True,3.883901058969347,0
PKT,input_model_14,3,3,0,2.2916089422589194,0.6661257946278224,3,3,0,70.0,120.0,2.222250770077739,True,2.5174727736291413,0
PKT,input_model_15,4,4,0,2.318667303993509,0.19173000166679724,4,4,0,80.0,170.0,2.2355662279363213,True,0.6473427797506524,0
PKT,input_model_16,4,4,0,2.3413365524496577,1.158747082356197,4,4,0,50.0,130.0,2.2039589903409342,True,3.9009282261561347,0
PKT,input_model_17,4,4,0,2.3521363486921474,1.5535809523020643,4,4,0,40.0,90.0,2.232905007795433,True,3.772644993699004,0
PKT,input_model_18,4,4,0,2.306343591225336,1.2092984545701138,4,4,0,50.0,100.0,2.229694964741832,True,3.8846475461428196,0
PKT,input_model_19,4,4,0,2.4024262576540925,0.6306649472399336,4,4,0,70.0,140.0,2.2045674690769737,True,3.916436754234427,0
QDJ,input_model_0,3,3,0,2.956653150276873,0.521030875699766,2,2,1,90.0,170.0,1.2084442749151296,False,12.379334109581148,0
QDJ,input_model_1,3,3,0,2.9013731456016885,0.4809585116645096,3,3,0,90.0,180.0,2.347567674043277,True,5.7095101734869775,0
QDJ,input_model_2,3,3,0,2.9357496427016,0.6603438013811325,2,2,1,80.0,140.0,1.2809799418347496,False,13.618536553549335,0
QDJ,input_model_3,3,3,0,2.9518575889580987,0.7283107354210592,3,3,0,80.0,170.0,2.2050276756476856,True,5.726578659569602,0
QDJ,input_model_4,3,3,0,2.9300320639518573,0.6629773913838698,3,3,0,80.0,170.0,2.240733739197172,True,5.426623528705383,0
QDJ,input_model_5,3,3,0,2.9080837431623783,0.4206815412095037,2,2,1,90.0,150.0,1.2476122210924705,False,13.612759299330136,0
QDJ,input_model_6,3,3,0,2.9455241384559026,0.6453296297427218,3,3,0,90.0,180.0,2.2309035608429455,True,5.593980931921407,0
QDJ,input_model_7,2,2,0,3.004490174487568,0.5615204308361198,2,2,0,90.0,180.0,2.2064401234538003,True,12.135138477735646,0
QDJ,input_model_8,3,3,0,3.006472060101788,0.4848368818799021,3,3,0,80.0,170.0,2.2435654007241297,True,5.919761462862337,0
QDJ,input_model_9,3,3,0,2.8988448420541126,0.5301976365979599,3,3,0,90.0,180.0,2.2391927700735392,True,5.93274208833253,0
QDJ,input_model_10,3,3,0,2.914797651506777,0.39814702738392227,3,3,0,90.0,170.0,2.2167994119649457,True,5.870787640904754,0
QDJ,input_model_11,3,3,0,2.970743837102321,0.5952043526130574,2,2,1,90.0,150.0,1.1923783573937607,False,13.6354967695377,0
QDJ,input_model_12,3,3,0,2.9500703340554564,0.7143121114696627,3,3,0,80.0,180.0,2.2189686418480234,True,5.861109631584427,0
QDJ,input_model_13,3,3,0,2.8990739198119417,0.43615802718263674,2,2,1,90.0,150.0,1.305144786963184,False,13.888841917795398,0
QDJ,input_model_14,3,3,0,3.009406288670402,0.4821248115091567,3,3,0,90.0,190.0,2.209925408291906,True,5.78239980571205,0
QDJ,input_model_15,3,3,0,2.9248936023528675,0.7483135988934694,3,3,0,90.0,220.0,2.203436521554641,True,3.401484136690607,0
QDJ,input_model_16,4,4,0,2.7815363821981225,0.4373240822253462,3,3,1,90.0,220.0,0.835031141810795,False,4.1636230944059065,0
QDJ,input_model_17,3,3,0,3.0282226119975655,0.38981102914997007,3,3,0,90.0,180.0,2.217564826796413,True,5.866580754778125,0
QDJ,input_model_18,3,3,0,2.9277751884465117,0.38449772242109176,2,2,1,90.0,150.0,1.411349382412879,False,13.804027909866116,0
QDJ,input_model_19,3,3,0,2.955222526393197,0.30743805775691085,2,2,1,90.0,130.0,0.8298371012176446,False,13.47359959311151,0
QDP,input_model_0,0,0,0,2.6167924357811496,2.2442584787910227,0,0,0,0.0,0.0,2.2442584787910227,True,,0
QDP,input_model_1,0,0,0,2.6197443543690566,2.300908763285937,0,0,0,0.0,0.0,2.300908763285937,True,,0
QDP,input_model_2,1,1,1,2.5878981115302246,1.992505437086363,1,1,0,20.0,20.0,1.992505437086363,False,,1
QDP,input_model_3,0,0,0,2.5167514921361724,2.2001284179568605,0,0,0,0.0,0.0,2.2001284179568605,True,,0
QDP,input_model_4,1,1,1,2.5535332134460793,2.1365118470388893,1,0,0,0.0,0.0,2.1365118470388893,False,,1
QDP,input_model_5,1,1,1,2.5600342665299602,2.085045799538357,1,0,0,0.0,0.0,2.085045799538357,False,,1
QDP,input_model_6,0,0,0,2.5134640409967663,2.2511546634616715,0,0,0,0.0,0.0,2.2511546634616715,True,,0
QDP,input_model_7,2,2,1,2.5744043430734598,2.1668232714784725,2,2,0,10.0,20.0,2.1977269058307747,False,11.937351347493276,1
QDP,input_model_8,0,0,0,2.510955049859939,2.2156351501374387,0,0,0,0.0,0.0,2.2156351501374387,True,,0
QDP,input_model_9,1,1,1,2.5744130132151213,2.1221878871142708,1,1,0,10.0,10.0,2.1221878871142708,False,,1
QDP,input_model_10,0,0,0,2.6306475361089086,2.211372271248815,0,0,0,0.0,0.0,2.211372271248815,True,,0
QDP,input_model_11,0,0,0,2.568508029512662,2.2734368738781616,0,0,0,0.0,0.0,2.2734368738781616,True,,0
QDP,input_model_12,1,1,1,2.546469640717116,2.111211809356863,1,1,0,10.0,10.0,2.111211809356863,False,,1
QDP,input_model_13,0,0,0,2.5971516431649113,2.2048521797682517,0,0,0,0.0,0.0,2.2048521797682517,True,,0
QDP,input_model_14,1,1,1,2.541564559458322,2.0267269582654954,1,0,0,0.0,0.0,2.0267269582654954,False,,1
QDP,input_model_15,0,0,0,2.528098289900109,2.2485203504521745,0,0,0,0.0,0.0,2.2485203504521745,True,,0
QDP,input_model_16,1,1,0,2.624184755562102,2.0943341691360113,1,1,0,10.0,10.0,2.2871849716846326,True,,0
QDP,input_model_17,1,1,0,2.5768033633724503,2.194970865691507,1,1,0,10.0,10.0,2.3056908060817305,True,,0
QDP,input_model_18,0,0,0,2.6065312134004346,2.2571517895112048,0,0,0,0.0,0.0,2.2571517895112048,True,,0
QDP,input_model_19,0,0,0,2.5852151743304983,2.2055048289378925,0,0,0,0.0,0.0,2.2055048289378925,True,,0
QDY,input_model_0,2,2,0,3.1833583316075607,1.5219680380273104,2,2,0,30.0,40.0,2.340386862782135,True,10.957073296478216,0
QDY,input_model_1,1,1,0,3.1698184321656613,1.534984001562338,1,1,0,30.0,30.0,2.2292694524250436,True,,0
QDY,input_model_2,1,1,0,3.2026569134868987,1.8264684861537475,1,1,0,20.0,20.0,2.3514125814672573,True,,0
QDY,input_model_3,1,1,0,3.199382565742555,1.5188196585983829,1,1,0,20.0,20.0,2.2692728899833425,True,,0
QDY,input_model_4,1,1,0,3.163888717633519,1.705538771624674,1,1,0,20.0,20.0,2.4069295911634505,True,,0
QDY,input_model_5,1,1,0,3.1632612298150855,1.7874079249132429,1,1,0,20.0,20.0,2.262482062910372,True,,0
QDY,input_model_6,1,1,0,3.1514066849154587,1.8258945429911617,1,1,0,20.0,20.0,2.220618027489347,True,,0
QDY,input_model_7,2,2,0,3.0665745501402193,1.2441258149319931,2,2,0,30.0,40.0,2.2069308729696826,True,10.595155720442634,0
QDY,input_model_8,1,1,0,3.1872118671946104,1.4804461859026428,1,1,0,30.0,30.0,2.3283162815065253,True,,0
QDY,input_model_9,2,2,0,3.0892730246121443,1.373889950779907,2,2,0,30.0,40.0,2.3078753813280355,True,10.824891680859983,0
QDY,input_model_10,1,1,0,3.221949435738068,1.832845550225311,1,1,0,20.0,20.0,2.2024619179672578,True,,0
QDY,input_model_11,2,2,0,3.161129491639773,1.649619289648354,2,2,0,30.0,40.0,2.2580827688327902,True,7.931839780354472,0
QDY,input_model_12,1,1,0,3.1884545858725586,1.6771658815017407,1,1,0,30.0,30.0,2.3090917281040535,True,,0
QDY,input_model_13,1,1,0,3.2086574741805913,1.6697189593444477,1,1,0,20.0,20.0,2.2061966589259305,True,,0
QDY,input_model_14,1,1,0,3.1600202628915253,1.9452264181704537,1,1,0,10.0,10.0,2.2851021355057024,True,,0
QDY,input_model_15,2,2,0,3.117502578627076,1.43426839790908,2,2,0,40.0,70.0,2.2309703724295504,True,8.415405826220464,0
QDY,input_model_16,1,1,0,3.2330144230186604,1.6356837394840662,1,1,0,20.0,20.0,2.2026095872243268,True,,0
QDY,input_model_17,1,1,0,3.1625932638539966,1.7230183277462485,1,1,0,20.0,20.0,2.205903410087626,True,,0
QDY,input_model_18,1,1,0,3.2151052198112544,1.5080648189070605,1,1,0,30.0,30.0,2.222909692098836,True,,0
QDY,input_model_19,1,1,0,3.1387675595465443,1.495992769127473,1,1,0,20.0,20.0,2.2022059828178584,True,,0
QEA,input_model_0,2,2,0,2.9175810230802774,2.0101542258333205,2,2,0,10.0,20.0,2.2815060468372814,True,11.691621474793408,0
QEA,input_model_1,2,2,0,2.929452661168624,0.5700886161489748,2,2,0,80.0,90.0,2.200148529475037,True,11.561219529060839,0
QEA,input_model_2,4,4,1,2.749883948731522,0.159231711884037,3,2,1,60.0,70.0,1.2158217996431184,False,4.147724151153116,1
QEA,input_model_3,3,3,0,2.8315990940739852,0.5366710838691864,3,3,0,90.0,160.0,2.2893528832091707,True,3.741800562349119,0
QEA,input_model_4,4,4,1,2.7909517274705213,0.6146737827198396,4,3,0,140.0,230.0,2.1918104872196986,False,1.5632503847976236,1
QEA,input_model_5,3,3,0,2.8334266443788794,0.5768349092261206,3,3,0,80.0,150.0,2.2011701137727,True,3.511509780792618,0
QEA,input_model_6,2,2,2,2.847752165258278,1.2709156358962739,1,0,1,0.0,0.0,1.2709156358962739,False,,2
QEA,input_model_7,4,4,1,2.756858896101165,0.6680253632699744,3,2,1,60.0,80.0,1.8532172185005404,False,3.710693324240839,1
QEA,input_model_8,1,1,0,2.840607921163088,0.5703744660497038,1,1,0,110.0,110.0,2.2051156746972325,True,,0
QEA,input_model_9,3,3,0,2.767791028410755,1.0166899503711344,3,3,0,70.0,90.0,2.2066772065827145,True,1.052861405819649,0
QEA,input_model_10,2,2,0,2.729105573060278,1.5733634170752813,2,2,0,80.0,90.0,2.241924921905972,True,10.532194788648228,0
QEA,input_model_11,2,2,1,2.857491204431139,1.3104243859112403,1,0,1,0.0,0.0,1.3104243859112403,False,,1
QEA,input_model_12,2,2,0,2.807463772345748,0.914364702839139,1,1,1,10.0,10.0,0.914364702839139,False,,0
QEA,input_model_13,3,3,0,2.7405492781404073,0.5867634499989769,3,3,0,60.0,140.0,2.221444346392421,True,3.6699539689110776,0
QEA,input_model_14,1,1,0,2.8098650627698176,1.0234312717097682,0,0,1,0.0,0.0,1.0234312717097682,False,,0
QEA,input_model_15,4,4,1,2.831088334561326,0.47687232231734733,3,2,1,80.0,90.0,0.74254242949588,False,5.331944628544047,1
QEA,input_model_16,4,4,1,2.808628041577364,2.0451236707646467,3,2,1,10.0,20.0,2.0451236707646467,False,5.437993347220125,1
QEA,input_model_17,3,3,1,2.8609685450932503,1.837739524474447,3,2,0,50.0,60.0,2.160270670619332,False,11.226334308332834,1
QEA,input_model_18,2,2,0,2.7994177536315967,1.5078609355829447,2,2,0,40.0,50.0,2.2054869062340234,True,5.419430506526349,0
QEA,input_model_19,2,2,0,3.0485762895935986,2.0594243207897636,1,1,1,10.0,10.0,2.0594243207897636,False,,0
QEP,input_model_0,2,2,0,2.7938080511856063,0.7079640930097995,1,1,1,10.0,10.0,0.7079640930097995,False,,0
QEP,input_model_1,1,1,0,2.78491550868844,0.451275961976092,0,0,1,0.0,0.0,0.451275961976092,False,,0
QEP,input_model_2,1,1,0,2.8939107194011675,0.7713977310943698,0,0,1,0.0,0.0,0.7713977310943698,False,,0
QEP,input_model_3,1,1,0,2.7416456395395845,0.8035492504566943,0,0,1,0.0,0.0,0.8035492504566943,False,,0
QEP,input_model_4,1,1,0,2.916967629843407,0.7081095509782606,0,0,1,0.0,0.0,0.7081095509782606,False,,0
QEP,input_model_5,1,1,0,2.8064116330535502,0.6987320432093636,0,0,1,0.0,0.0,0.6987320432093636,False,,0
QEP,input_model_6,1,1,0,2.6852104593713313,0.6633193602929118,0,0,1,0.0,0.0,0.6633193602929118,False,,0
QEP,input_model_7,1,1,0,2.7963868754671672,0.6622888443249675,0,0,1,0.0,0.0,0.6622888443249675,False,,0
QEP,input_model_8,1,1,0,2.745303649446713,1.1355037465611009,0,0,1,0.0,0.0,1.1355037465611009,False,,0
QEP,input_model_9,1,1,0,2.721896426425792,0.7318452594715933,0,0,1,0.0,0.0,0.7318452594715933,False,,0
QEP,input_model_10,1,1,0,2.734662191147653,0.6677000596804811,0,0,1,0.0,0.0,0.6677000596804811,False,,0
QEP,input_model_11,1,1,0,2.7987625615992346,0.7312406516748865,0,0,1,0.0,0.0,0.7312406516748865,False,,0
QEP,input_model_12,1,1,0,2.7736384967498955,0.4238734028823599,0,0,1,0.0,0.0,0.4238734028823599,False,,0
QEP,input_model_13,1,1,0,2.7332248217321835,0.5473847895326829,0,0,1,0.0,0.0,0.5473847895326829,False,,0
QEP,input_model_14,1,1,0,2.843052423851674,0.7350685790031022,0,0,1,0.0,0.0,0.7350685790031022,False,,0
QEP,input_model_15,1,1,0,2.7775180825702668,0.5985475323138564,0,0,1,0.0,0.0,0.5985475323138564,False,,0
QEP,input_model_16,2,2,0,2.6618940232390473,0.7606565362442153,0,0,2,0.0,0.0,0.7606565362442153,False,,0
QEP,input_model_17,1,1,0,2.722073578600045,0.6197945058348928,0,0,1,0.0,0.0,0.6197945058348928,False,,0
QEP,input_model_18,2,2,0,2.8396036092173214,0.17411564675824848,1,1,1,90.0,90.0,0.8485196600526775,False,,0
QEP,input_model_19,1,1,0,2.746049490848629,0.7352578470208071,0,0,1,0.0,0.0,0.7352578470208071,False,,0
QES,input_model_0,0,0,0,2.865040295376843,2.6037399947705118,0,0,0,0.0,0.0,2.6037399947705118,True,,0
QES,input_model_1,0,0,0,2.8037481305620844,2.552709681938721,0,0,0,0.0,0.0,2.552709681938721,True,,0
QES,input_model_2,0,0,0,2.8055122059903663,2.5742319253733403,0,0,0,0.0,0.0,2.5742319253733403,True,,0
QES,input_model_3,0,0,0,2.865300327570757,2.571289689673894,0,0,0,0.0,0.0,2.571289689673894,True,,0
QES,input_model_4,0,0,0,2.8339575957436685,2.6007318338543057,0,0,0,0.0,0.0,2.6007318338543057,True,,0
QES,input_model_5,1,1,0,2.7213765722268244,1.605741367268542,1,1,0,40.0,40.0,2.2434801828586672,True,,0
QES,input_model_6,1,1,0,2.8327391536370614,0.7086703856437908,1,1,0,50.0,50.0,2.3605346959917686,True,,0
QES,input_model_7,0,0,0,2.862183568074275,2.584095437129572,0,0,0,0.0,0.0,2.584095437129572,True,,0
QES,input_model_8,0,0,0,2.842455609974581,2.517625557537562,0,0,0,0.0,0.0,2.517625557537562,True,,0
