inchikey_block,isoform,method,structure_path,confidence,predicted_affinity,completed,valid,invalid_reason,fe_min_dist,frac_proximal,max_clash,n_contacts,is_coordinated
OPUUOMNWXYQDMA,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\OPUUOMNWXYQDMA__rt5s0.cif,0.9231,,True,True,,4.538,0.0,1.415,182,False
YGQRUXKHKRRRPX,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\YGQRUXKHKRRRPX__rt5s0.cif,0.9713,,True,True,,2.175,0.0,0.503,144,True
LLUZHZALVKLRDA,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\LLUZHZALVKLRDA__rt5s0.cif,0.9324,,True,True,,7.056,0.0,0.894,157,False
AIZGQFSORPYZAE,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\AIZGQFSORPYZAE__rt5s0.cif,0.9109,,True,True,,7.052,0.0,1.43,217,False
LBCJOUUDNYKSSR,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\LBCJOUUDNYKSSR__rt5s0.cif,0.9173,,True,True,,3.642,0.0,0.981,175,False
HANYAPMMDGMJBS,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\HANYAPMMDGMJBS__rt5s0.cif,0.9575,,True,True,,2.213,0.0,0.603,180,True
RAJNREHOKVVGSQ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\RAJNREHOKVVGSQ__rt5s0.cif,0.9776,,True,True,,2.117,0.0,0.129,151,True
ZMADJKCDAFJXQB,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\ZMADJKCDAFJXQB__rt5s0.cif,0.9341,,True,True,,6.354,0.0,0.346,126,False
SQUDKELOJLLRRO,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\SQUDKELOJLLRRO__rt5s0.cif,0.9304,,True,True,,4.051,0.0,0.478,136,False
FKQSJZQWYQETSO,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\FKQSJZQWYQETSO__rt5s0.cif,0.9373,,True,True,,4.759,0.0,0.691,170,False
WROCZHPTMZEAPU,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\WROCZHPTMZEAPU__rt5s0.cif,0.9796,,True,True,,2.302,0.0,0.963,182,True
JAKRBEYEQJYSGS,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\JAKRBEYEQJYSGS__rt5s0.cif,0.959,,True,True,,4.303,0.0,0.343,158,False
NQHRLOVRIMNNFT,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\NQHRLOVRIMNNFT__rt5s0.cif,0.944,,True,True,,4.546,0.0,0.964,189,False
BJPQOWBRTLGZDQ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\BJPQOWBRTLGZDQ__rt5s0.cif,0.9424,,True,True,,3.587,0.0,1.048,123,False
QCFAHERSFSXCNA,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\QCFAHERSFSXCNA__rt5s0.cif,0.963,,True,True,,2.164,0.0,0.33,135,True
LXFHBEHWOYNRSS,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\LXFHBEHWOYNRSS__rt5s0.cif,0.9493,,True,True,,2.144,0.0,0.854,134,True
PUJGNFDSNPSMAP,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\PUJGNFDSNPSMAP__rt5s0.cif,0.9553,,True,True,,6.462,0.0,0.667,168,False
RBFWRWJCOIIAOK,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\RBFWRWJCOIIAOK__rt5s0.cif,0.9592,,True,True,,2.211,0.0,0.663,170,True
YENIUINOCHUVDI,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\YENIUINOCHUVDI__rt5s0.cif,0.9262,,True,True,,4.078,0.0,0.876,175,False
PURKAOJPTOLRMP,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\PURKAOJPTOLRMP__rt5s0.cif,0.9613,,True,True,,3.887,0.0,0.997,185,False
OMISETSBIRJDGV,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\OMISETSBIRJDGV__rt5s0.cif,0.9689,,True,True,,2.994,0.0,0.653,163,False
MYJKWLXJAYNIMV,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\MYJKWLXJAYNIMV__rt5s0.cif,0.9733,,True,True,,2.21,0.0,0.284,138,True
UIUOCURODLIUQA,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\UIUOCURODLIUQA__rt5s0.cif,0.9576,,True,True,,2.17,0.0,1.032,176,True
MLQRNUKEFWJQOH,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\MLQRNUKEFWJQOH__rt5s0.cif,0.9591,,True,True,,3.617,0.0,0.793,169,False
NXBAEKZVCZWXNN,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\NXBAEKZVCZWXNN__rt5s0.cif,0.9636,,True,True,,2.23,0.0,0.912,152,True
DZNPQDPYYZENCJ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\DZNPQDPYYZENCJ__rt5s0.cif,0.9361,,True,True,,2.72,0.0,0.398,177,False
XLCKGMINJOIRBQ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\XLCKGMINJOIRBQ__rt5s0.cif,0.9413,,True,True,,4.947,0.0,0.67,184,False
IVWQVUXCCLQHJG,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\IVWQVUXCCLQHJG__rt5s0.cif,0.947,,True,True,,3.243,0.0,0.591,107,False
BAELEBQZHOCHBQ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\BAELEBQZHOCHBQ__rt5s0.cif,0.9324,,True,True,,4.709,0.0,0.924,214,False
PFNJCNWOBAUXCO,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\PFNJCNWOBAUXCO__rt5s0.cif,0.9324,,True,True,,6.17,0.0,0.725,201,False
DHQWOWWYSIXUOX,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\DHQWOWWYSIXUOX__rt5s0.cif,0.9569,,True,True,,2.196,0.0,0.565,184,True
BBTVLMOJYYJLAN,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\BBTVLMOJYYJLAN__rt5s0.cif,0.9676,,True,True,,2.198,0.0,0.208,169,True
QRRRJMGDMNQYJZ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\QRRRJMGDMNQYJZ__rt5s0.cif,0.9574,,True,True,,5.021,0.0,0.4,162,False
AVWOIDVOWIXTBD,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\AVWOIDVOWIXTBD__rt5s0.cif,0.9436,,True,True,,6.241,0.0,1.323,168,False
ATFFWNIHJPKPHE,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\ATFFWNIHJPKPHE__rt5s0.cif,0.9129,,True,True,,4.175,0.0,0.633,173,False
XRIJHBOHQGKBGS,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\XRIJHBOHQGKBGS__rt5s0.cif,0.9389,,True,True,,5.142,0.0,0.582,102,False
LKTDMFRMVOXKKC,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\LKTDMFRMVOXKKC__rt5s0.cif,0.9539,,True,True,,5.826,0.0,1.055,160,False
XMGORMGYUQDAAL,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\XMGORMGYUQDAAL__rt5s0.cif,0.9649,,True,True,,2.052,0.0,0.274,124,True
TUAAGFPRMDBTHV,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\TUAAGFPRMDBTHV__rt5s0.cif,0.9473,,True,True,,4.12,0.0,0.505,168,False
RZTAMFZIAATZDJ,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\RZTAMFZIAATZDJ__rt5s0.cif,0.9455,,True,True,,4.226,0.0,0.822,174,False
FQQWSTJGVMFWSP,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\FQQWSTJGVMFWSP__rt5s0.cif,0.934,,True,True,,4.105,0.0,0.975,140,False
AWXBLKSFTZTHJW,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\AWXBLKSFTZTHJW__rt5s0.cif,0.9363,,True,True,,4.68,0.0,1.437,228,False
ZNZJGCOJFHWZII,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\ZNZJGCOJFHWZII__rt5s0.cif,0.9581,,True,True,,2.064,0.0,0.805,144,True
GOFAIWOMBJIHPT,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\GOFAIWOMBJIHPT__rt5s0.cif,0.9113,,True,True,,3.202,0.0,0.728,203,False
PNKNFDXFPAAKRY,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\PNKNFDXFPAAKRY__rt5s0.cif,0.9328,,True,True,,4.04,0.0,0.828,122,False
VHRWMNXPYKUVDY,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\VHRWMNXPYKUVDY__rt5s0.cif,0.9781,,True,True,,2.242,0.0,0.765,158,True
UFNHVBKKZASTOU,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\UFNHVBKKZASTOU__rt5s0.cif,0.9743,,True,True,,2.243,0.0,0.909,150,True
YFWYLSQWPNJHAE,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\YFWYLSQWPNJHAE__rt5s0.cif,0.9387,,True,True,,6.569,0.0,1.022,200,False
IEXQMLIWZWKXBA,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\IEXQMLIWZWKXBA__rt5s0.cif,0.9591,,True,True,,2.038,0.0,1.232,164,True
GGSBXNSPXLOOHI,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\GGSBXNSPXLOOHI__rt5s0.cif,0.9635,,True,True,,2.154,0.0,1.239,148,True
LEPILDQORMQWAC,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\LEPILDQORMQWAC__rt5s0.cif,0.9165,,True,False,severe steric overlap (1.84 A into vdW),4.348,0.0,1.837,205,False
XEMCUDAQPISXBU,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\XEMCUDAQPISXBU__rt5s0.cif,0.951,,True,True,,2.102,0.0,0.324,138,True
TTWYKBFGEGAEDK,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\TTWYKBFGEGAEDK__rt5s0.cif,0.9559,,True,True,,4.237,0.0,0.265,191,False
XHXKXOXLVFVKSG,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\XHXKXOXLVFVKSG__rt5s0.cif,0.9718,,True,True,,2.043,0.0,0.155,143,True
HZGBJLLJFPERLR,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\HZGBJLLJFPERLR__rt5s0.cif,0.9762,,True,True,,2.252,0.0,0.518,126,True
HGKKBSCYJACRCO,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\HGKKBSCYJACRCO__rt5s0.cif,0.9445,,True,True,,4.182,0.0,0.904,164,False
STXKQWKWKKEVLS,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\STXKQWKWKKEVLS__rt5s0.cif,0.9462,,True,True,,5.911,0.0,0.771,158,False
BJPFWDUUOUASTR,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\BJPFWDUUOUASTR__rt5s0.cif,0.9525,,True,True,,2.34,0.0,1.345,199,True
AMGUHAQZHHPZGU,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\AMGUHAQZHHPZGU__rt5s0.cif,0.9758,,True,True,,2.097,0.0,0.001,122,True
WUJHRFRBGPBFFB,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\WUJHRFRBGPBFFB__rt5s0.cif,0.9548,,True,True,,2.7,0.0,0.753,131,False
DPCRFIMDLMABSP,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\DPCRFIMDLMABSP__rt5s0.cif,0.9632,,True,True,,2.13,0.0,0.542,143,True
YLVWRHXAIJGXAY,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\YLVWRHXAIJGXAY__rt5s0.cif,0.9566,,True,True,,2.223,0.0,0.664,147,True
DTKNSZIBMSDKHW,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\DTKNSZIBMSDKHW__rt5s0.cif,0.9256,,True,True,,4.884,0.0,0.775,150,False
FGUQAYRHKXYOTM,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\FGUQAYRHKXYOTM__rt5s0.cif,0.9462,,True,True,,2.094,0.0,0.549,179,True
RSCLWXNTTOQEDX,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\RSCLWXNTTOQEDX__rt5s0.cif,0.9549,,True,True,,2.062,0.0,0.797,156,True
FKWGYVQNEUUREI,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\FKWGYVQNEUUREI__rt5s0.cif,0.9736,,True,True,,2.201,0.0,0.446,114,True
ZCFOZFFAVPLQDU,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\ZCFOZFFAVPLQDU__rt5s0.cif,0.955,,True,True,,4.992,0.0,0.606,158,False
LGYSCTIZOHPFJD,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\LGYSCTIZOHPFJD__rt5s0.cif,0.9593,,True,True,,2.12,0.0,0.686,139,True
ULSVLCNUYFBDCA,CYP2D6,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP2D6\ULSVLCNUYFBDCA__rt5s0.cif,0.9775,,True,True,,2.156,0.0,0.439,128,True
